TargetScore,miRNA,GeneSymbol,GeneDescription
79,mmu-miR-466i-3p,Runx2,runt related transcription factor 2
79,mmu-miR-466i-3p,1810013L24Rik,RIKEN cDNA 1810013L24 gene
79,mmu-miR-466i-3p,Klhl9,kelch-like 9
79,mmu-miR-466i-3p,Ppp4r2,"protein phosphatase 4, regulatory subunit 2"
78,mmu-miR-466i-3p,D230025D16Rik,RIKEN cDNA D230025D16 gene
78,mmu-miR-466i-3p,Tpgs2,tubulin polyglutamylase complex subunit 2
78,mmu-miR-466i-3p,Rbm27,RNA binding motif protein 27
78,mmu-miR-466i-3p,Tspan14,tetraspanin 14
78,mmu-miR-466i-3p,Rasgrf2,RAS protein-specific guanine nucleotide-releasing factor 2
78,mmu-miR-466i-3p,Itpripl2,"inositol 1,4,5-triphosphate receptor interacting protein-like 2"
78,mmu-miR-466i-3p,Ubap2,ubiquitin-associated protein 2
78,mmu-miR-466i-3p,Ddx19b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b
78,mmu-miR-466i-3p,Cldn1,claudin 1
78,mmu-miR-466i-3p,Ankib1,ankyrin repeat and IBR domain containing 1
78,mmu-miR-466i-3p,Nr3c1,"nuclear receptor subfamily 3, group C, member 1"
78,mmu-miR-466i-3p,Ccnj,cyclin J
78,mmu-miR-466i-3p,Hmmr,hyaluronan mediated motility receptor (RHAMM)
78,mmu-miR-466i-3p,Ctsl,cathepsin L
78,mmu-miR-466i-3p,Prkcd,"protein kinase C, delta"
78,mmu-miR-466i-3p,Lmnb1,lamin B1
78,mmu-miR-466i-3p,Mylk,"myosin, light polypeptide kinase"
78,mmu-miR-466i-3p,Slc4a10,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10"
78,mmu-miR-466i-3p,Asxl1,additional sex combs like 1
78,mmu-miR-466i-3p,2310033P09Rik,RIKEN cDNA 2310033P09 gene
78,mmu-miR-466i-3p,Nup35,nucleoporin 35
78,mmu-miR-466i-3p,Cltc,"clathrin, heavy polypeptide (Hc)"
78,mmu-miR-466i-3p,Mecp2,methyl CpG binding protein 2
78,mmu-miR-466i-3p,Siah1b,siah E3 ubiquitin protein ligase 1B
78,mmu-miR-466i-3p,Zfp239,zinc finger protein 239
78,mmu-miR-466i-3p,Slc25a46,"solute carrier family 25, member 46"
78,mmu-miR-466i-3p,Wfs1,wolframin ER transmembrane glycoprotein
77,mmu-miR-466i-3p,Sypl,synaptophysin-like protein
77,mmu-miR-466i-3p,Pes1,pescadillo ribosomal biogenesis factor 1
77,mmu-miR-466i-3p,Tfap2a,"transcription factor AP-2, alpha"
77,mmu-miR-466i-3p,Smarcc1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
77,mmu-miR-466i-3p,Trp53bp1,transformation related protein 53 binding protein 1
77,mmu-miR-466i-3p,Itgb3,integrin beta 3
77,mmu-miR-466i-3p,Nemp1,nuclear envelope integral membrane protein 1
77,mmu-miR-466i-3p,Tmem108,transmembrane protein 108
77,mmu-miR-466i-3p,Ppp1r8,"protein phosphatase 1, regulatory subunit 8"
77,mmu-miR-466i-3p,Cpped1,calcineurin-like phosphoesterase domain containing 1
77,mmu-miR-466i-3p,Cnot1,"CCR4-NOT transcription complex, subunit 1"
77,mmu-miR-466i-3p,Fam198b,"family with sequence similarity 198, member B"
77,mmu-miR-466i-3p,Cep76,centrosomal protein 76
77,mmu-miR-466i-3p,Cntn4,contactin 4
77,mmu-miR-466i-3p,Brip1,BRCA1 interacting protein C-terminal helicase 1
77,mmu-miR-466i-3p,Sh3gl2,SH3-domain GRB2-like 2
77,mmu-miR-466i-3p,Tmtc3,transmembrane and tetratricopeptide repeat containing 3
77,mmu-miR-466i-3p,Fam168a,"family with sequence similarity 168, member A"
77,mmu-miR-466i-3p,Sybu,syntabulin (syntaxin-interacting)
77,mmu-miR-466i-3p,Fam69c,"family with sequence similarity 69, member C"
77,mmu-miR-466i-3p,Pou2f3,"POU domain, class 2, transcription factor 3"
77,mmu-miR-466i-3p,Cdyl2,"chromodomain protein, Y chromosome-like 2"
77,mmu-miR-466i-3p,Zbtb14,zinc finger and BTB domain containing 14
77,mmu-miR-466i-3p,Plau,"plasminogen activator, urokinase"
77,mmu-miR-466i-3p,Sdc2,syndecan 2
77,mmu-miR-466i-3p,Ubr3,ubiquitin protein ligase E3 component n-recognin 3
77,mmu-miR-466i-3p,Tmed3,transmembrane p24 trafficking protein 3
77,mmu-miR-466i-3p,Zfp532,zinc finger protein 532
76,mmu-miR-466i-3p,Bard1,BRCA1 associated RING domain 1
76,mmu-miR-466i-3p,Acsl4,acyl-CoA synthetase long-chain family member 4
76,mmu-miR-466i-3p,Trhde,TRH-degrading enzyme
76,mmu-miR-466i-3p,Slc39a3,"solute carrier family 39 (zinc transporter), member 3"
76,mmu-miR-466i-3p,Sort1,sortilin 1
76,mmu-miR-466i-3p,Skint7,selection and upkeep of intraepithelial T cells 7
76,mmu-miR-466i-3p,Fam83d,"family with sequence similarity 83, member D"
76,mmu-miR-466i-3p,Rho,rhodopsin
76,mmu-miR-466i-3p,Gpr156,G protein-coupled receptor 156
76,mmu-miR-466i-3p,Kif3b,kinesin family member 3B
76,mmu-miR-466i-3p,Vwde,von Willebrand factor D and EGF domains
76,mmu-miR-466i-3p,Rbp3,"retinol binding protein 3, interstitial"
76,mmu-miR-466i-3p,Ubtf,"upstream binding transcription factor, RNA polymerase I"
76,mmu-miR-466i-3p,Irf2bpl,interferon regulatory factor 2 binding protein-like
76,mmu-miR-466i-3p,Tnfaip8,"tumor necrosis factor, alpha-induced protein 8"
76,mmu-miR-466i-3p,Slco5a1,"solute carrier organic anion transporter family, member 5A1"
76,mmu-miR-466i-3p,Btnl9,butyrophilin-like 9
76,mmu-miR-466i-3p,Immt,"inner membrane protein, mitochondrial"
76,mmu-miR-466i-3p,Ccdc85a,coiled-coil domain containing 85A
76,mmu-miR-466i-3p,Mprip,myosin phosphatase Rho interacting protein
76,mmu-miR-466i-3p,Rtl5,retrotransposon Gag like 5
75,mmu-miR-466i-3p,Vwa5a,von Willebrand factor A domain containing 5A
75,mmu-miR-466i-3p,Fam120c,"family with sequence similarity 120, member C"
75,mmu-miR-466i-3p,Adgrl2,adhesion G protein-coupled receptor L2
75,mmu-miR-466i-3p,Shroom2,shroom family member 2
75,mmu-miR-466i-3p,Atg10,autophagy related 10
75,mmu-miR-466i-3p,Tmem33,transmembrane protein 33
75,mmu-miR-466i-3p,Nrsn1,neurensin 1
75,mmu-miR-466i-3p,Kalrn,"kalirin, RhoGEF kinase"
75,mmu-miR-466i-3p,Tpte,transmembrane phosphatase with tensin homology
75,mmu-miR-466i-3p,Ypel2,yippee like 2
75,mmu-miR-466i-3p,Ankrd24,ankyrin repeat domain 24
75,mmu-miR-466i-3p,Zc3h7b,zinc finger CCCH type containing 7B
75,mmu-miR-466i-3p,Lrrtm4,leucine rich repeat transmembrane neuronal 4
75,mmu-miR-466i-3p,Kif3c,kinesin family member 3C
75,mmu-miR-466i-3p,Peak1,pseudopodium-enriched atypical kinase 1
75,mmu-miR-466i-3p,Aga,aspartylglucosaminidase
75,mmu-miR-466i-3p,Kif2a,kinesin family member 2A
75,mmu-miR-466i-3p,Chp1,calcineurin-like EF hand protein 1
75,mmu-miR-466i-3p,Oprk1,"opioid receptor, kappa 1"
75,mmu-miR-466i-3p,Cnr1,cannabinoid receptor 1 (brain)
75,mmu-miR-466i-3p,Zfp169,zinc finger protein 169
75,mmu-miR-466i-3p,Sec31a,Sec31 homolog A (S. cerevisiae)
75,mmu-miR-466i-3p,Tank,TRAF family member-associated Nf-kappa B activator
75,mmu-miR-466i-3p,Chic1,cysteine-rich hydrophobic domain 1
75,mmu-miR-466i-3p,Rpl5,ribosomal protein L5
75,mmu-miR-466i-3p,Tox,thymocyte selection-associated high mobility group box
74,mmu-miR-466i-3p,Cxadr,coxsackie virus and adenovirus receptor
74,mmu-miR-466i-3p,Inhbb,inhibin beta-B
74,mmu-miR-466i-3p,Lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
74,mmu-miR-466i-3p,Lrp4,low density lipoprotein receptor-related protein 4
74,mmu-miR-466i-3p,Nova1,neuro-oncological ventral antigen 1
74,mmu-miR-466i-3p,Tcf7l1,"transcription factor 7 like 1 (T cell specific, HMG box)"
74,mmu-miR-466i-3p,Amtn,amelotin
74,mmu-miR-466i-3p,Phactr2,phosphatase and actin regulator 2
74,mmu-miR-466i-3p,Dlg2,discs large MAGUK scaffold protein 2
74,mmu-miR-466i-3p,Cops7b,COP9 signalosome subunit 7B
74,mmu-miR-466i-3p,Timm10,translocase of inner mitochondrial membrane 10
74,mmu-miR-466i-3p,Cdkn2aip,CDKN2A interacting protein
74,mmu-miR-466i-3p,Ldb3,LIM domain binding 3
74,mmu-miR-466i-3p,Topbp1,topoisomerase (DNA) II binding protein 1
74,mmu-miR-466i-3p,Mllt3,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3"
74,mmu-miR-466i-3p,Rpgrip1l,Rpgrip1-like
74,mmu-miR-466i-3p,Lhx6,LIM homeobox protein 6
74,mmu-miR-466i-3p,Nab1,Ngfi-A binding protein 1
74,mmu-miR-466i-3p,Steap2,six transmembrane epithelial antigen of prostate 2
74,mmu-miR-466i-3p,Sp4,trans-acting transcription factor 4
74,mmu-miR-466i-3p,Hace1,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1"
73,mmu-miR-466i-3p,Rbm11,RNA binding motif protein 11
73,mmu-miR-466i-3p,Gas7,growth arrest specific 7
73,mmu-miR-466i-3p,Klhl24,kelch-like 24
73,mmu-miR-466i-3p,Cpeb4,cytoplasmic polyadenylation element binding protein 4
73,mmu-miR-466i-3p,Nrf1,nuclear respiratory factor 1
73,mmu-miR-466i-3p,2010315B03Rik,RIKEN cDNA 2010315B03 gene
73,mmu-miR-466i-3p,Rimklb,ribosomal modification protein rimK-like family member B
73,mmu-miR-466i-3p,Alg10b,"asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase)"
73,mmu-miR-466i-3p,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2"
73,mmu-miR-466i-3p,Tsc22d1,"TSC22 domain family, member 1"
73,mmu-miR-466i-3p,Slc6a2,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2"
73,mmu-miR-466i-3p,Asph,aspartate-beta-hydroxylase
73,mmu-miR-466i-3p,Esyt2,extended synaptotagmin-like protein 2
73,mmu-miR-466i-3p,St8sia1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
73,mmu-miR-466i-3p,Trim12c,tripartite motif-containing 12C
73,mmu-miR-466i-3p,Rap1b,RAS related protein 1b
73,mmu-miR-466i-3p,Pold3,"polymerase (DNA-directed), delta 3, accessory subunit"
73,mmu-miR-466i-3p,Yeats2,YEATS domain containing 2
73,mmu-miR-466i-3p,Dennd6a,DENN/MADD domain containing 6A
73,mmu-miR-466i-3p,Insr,insulin receptor
73,mmu-miR-466i-3p,Mrpl35,mitochondrial ribosomal protein L35
73,mmu-miR-466i-3p,Usp30,ubiquitin specific peptidase 30
73,mmu-miR-466i-3p,Eda2r,ectodysplasin A2 receptor
73,mmu-miR-466i-3p,Zmynd8,"zinc finger, MYND-type containing 8"
73,mmu-miR-466i-3p,Chmp3,charged multivesicular body protein 3
73,mmu-miR-466i-3p,Mtx3,metaxin 3
73,mmu-miR-466i-3p,Scn9a,"sodium channel, voltage-gated, type IX, alpha"
73,mmu-miR-466i-3p,Fam160b2,"family with sequence similarity 160, member B2"
73,mmu-miR-466i-3p,Asb15,ankyrin repeat and SOCS box-containing 15
73,mmu-miR-466i-3p,Ints14,integrator complex subunit 14
72,mmu-miR-466i-3p,Rbpj,recombination signal binding protein for immunoglobulin kappa J region
72,mmu-miR-466i-3p,Slc35f4,"solute carrier family 35, member F4"
72,mmu-miR-466i-3p,Fbxo33,F-box protein 33
72,mmu-miR-466i-3p,Zc3h12c,zinc finger CCCH type containing 12C
72,mmu-miR-466i-3p,Gad2,glutamic acid decarboxylase 2
72,mmu-miR-466i-3p,Clock,circadian locomotor output cycles kaput
72,mmu-miR-466i-3p,Bche,butyrylcholinesterase
72,mmu-miR-466i-3p,Bmpr2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)"
72,mmu-miR-466i-3p,Creb5,cAMP responsive element binding protein 5
72,mmu-miR-466i-3p,Bahcc1,BAH domain and coiled-coil containing 1
72,mmu-miR-466i-3p,Rbbp4,"retinoblastoma binding protein 4, chromatin remodeling factor"
72,mmu-miR-466i-3p,Ubap2l,ubiquitin-associated protein 2-like
72,mmu-miR-466i-3p,Dhx38,DEAH (Asp-Glu-Ala-His) box polypeptide 38
72,mmu-miR-466i-3p,Rnf214,ring finger protein 214
72,mmu-miR-466i-3p,Gpr63,G protein-coupled receptor 63
72,mmu-miR-466i-3p,Rc3h1,RING CCCH (C3H) domains 1
72,mmu-miR-466i-3p,Enah,ENAH actin regulator
72,mmu-miR-466i-3p,Ewsr1,Ewing sarcoma breakpoint region 1
72,mmu-miR-466i-3p,Pld2,phospholipase D2
72,mmu-miR-466i-3p,Larp4,"La ribonucleoprotein domain family, member 4"
72,mmu-miR-466i-3p,Atl2,atlastin GTPase 2
72,mmu-miR-466i-3p,Nrxn3,neurexin III
72,mmu-miR-466i-3p,Aftph,aftiphilin
72,mmu-miR-466i-3p,Ermn,"ermin, ERM-like protein"
72,mmu-miR-466i-3p,Mt2,metallothionein 2
72,mmu-miR-466i-3p,Tbpl1,TATA box binding protein-like 1
72,mmu-miR-466i-3p,Azi2,5-azacytidine induced gene 2
71,mmu-miR-466i-3p,AW554918,expressed sequence AW554918
71,mmu-miR-466i-3p,Tln2,talin 2
71,mmu-miR-466i-3p,Pcbp1,poly(rC) binding protein 1
71,mmu-miR-466i-3p,Champ1,chromosome alignment maintaining phosphoprotein 1
71,mmu-miR-466i-3p,Pcdhac1,"protocadherin alpha subfamily C, 1"
71,mmu-miR-466i-3p,Prkag2,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit"
71,mmu-miR-466i-3p,Trib2,tribbles pseudokinase 2
71,mmu-miR-466i-3p,Dnaja2,DnaJ heat shock protein family (Hsp40) member A2
71,mmu-miR-466i-3p,Pcdha7,protocadherin alpha 7
71,mmu-miR-466i-3p,Btf3l4,basic transcription factor 3-like 4
71,mmu-miR-466i-3p,Nog,noggin
71,mmu-miR-466i-3p,Pcdha10,protocadherin alpha 10
71,mmu-miR-466i-3p,G2e3,G2/M-phase specific E3 ubiquitin ligase
71,mmu-miR-466i-3p,Dclk1,doublecortin-like kinase 1
71,mmu-miR-466i-3p,Synj1,synaptojanin 1
71,mmu-miR-466i-3p,Ppm1h,protein phosphatase 1H (PP2C domain containing)
71,mmu-miR-466i-3p,Zfx,zinc finger protein X-linked
71,mmu-miR-466i-3p,Pcdha3,protocadherin alpha 3
71,mmu-miR-466i-3p,Pcdha4,protocadherin alpha 4
71,mmu-miR-466i-3p,2610301B20Rik,RIKEN cDNA 2610301B20 gene
71,mmu-miR-466i-3p,Pcdha1,protocadherin alpha 1
71,mmu-miR-466i-3p,Rbm33,RNA binding motif protein 33
71,mmu-miR-466i-3p,Pcdha11,protocadherin alpha 11
71,mmu-miR-466i-3p,Tmem167,transmembrane protein 167
71,mmu-miR-466i-3p,Ube4a,ubiquitination factor E4A
71,mmu-miR-466i-3p,Rab11fip3,RAB11 family interacting protein 3 (class II)
71,mmu-miR-466i-3p,Pcdha2,protocadherin alpha 2
71,mmu-miR-466i-3p,Pcdha6,protocadherin alpha 6
71,mmu-miR-466i-3p,Ebf1,early B cell factor 1
71,mmu-miR-466i-3p,Usp9x,"ubiquitin specific peptidase 9, X chromosome"
71,mmu-miR-466i-3p,Zcchc24,"zinc finger, CCHC domain containing 24"
71,mmu-miR-466i-3p,Gtf2h5,"general transcription factor IIH, polypeptide 5"
71,mmu-miR-466i-3p,Sbno1,strawberry notch 1
71,mmu-miR-466i-3p,Pcdha12,protocadherin alpha 12
71,mmu-miR-466i-3p,Snx10,sorting nexin 10
71,mmu-miR-466i-3p,Pcdha9,protocadherin alpha 9
71,mmu-miR-466i-3p,Kcna2,"potassium voltage-gated channel, shaker-related subfamily, member 2"
71,mmu-miR-466i-3p,Pcdha5,protocadherin alpha 5
71,mmu-miR-466i-3p,Wnt9a,"wingless-type MMTV integration site family, member 9A"
71,mmu-miR-466i-3p,Lacc1,laccase domain containing 1
71,mmu-miR-466i-3p,Pcdhac2,"protocadherin alpha subfamily C, 2"
71,mmu-miR-466i-3p,Pitpnb,"phosphatidylinositol transfer protein, beta"
70,mmu-miR-466i-3p,Dsc2,desmocollin 2
70,mmu-miR-466i-3p,Tmem136,transmembrane protein 136
70,mmu-miR-466i-3p,Gm45915,"predicted gene, 45915"
70,mmu-miR-466i-3p,Golga7,"golgi autoantigen, golgin subfamily a, 7"
70,mmu-miR-466i-3p,Adgra1,adhesion G protein-coupled receptor A1
70,mmu-miR-466i-3p,Cfl1,"cofilin 1, non-muscle"
70,mmu-miR-466i-3p,Gldn,gliomedin
70,mmu-miR-466i-3p,Robo2,roundabout guidance receptor 2
70,mmu-miR-466i-3p,Cfap97,cilia and flagella associated protein 97
70,mmu-miR-466i-3p,Zc2hc1a,"zinc finger, C2HC-type containing 1A"
70,mmu-miR-466i-3p,Arrdc3,arrestin domain containing 3
70,mmu-miR-466i-3p,Zfp871,zinc finger protein 871
70,mmu-miR-466i-3p,Nexmif,neurite extension and migration factor
70,mmu-miR-466i-3p,Acpp,"acid phosphatase, prostate"
70,mmu-miR-466i-3p,Tceal8,transcription elongation factor A (SII)-like 8
70,mmu-miR-466i-3p,Fuca2,"fucosidase, alpha-L- 2, plasma"
70,mmu-miR-466i-3p,Trps1,transcriptional repressor GATA binding 1
70,mmu-miR-466i-3p,Ddx55,DEAD (Asp-Glu-Ala-Asp) box polypeptide 55
70,mmu-miR-466i-3p,Nap1l2,nucleosome assembly protein 1-like 2
70,mmu-miR-466i-3p,Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1"
70,mmu-miR-466i-3p,Sept11,septin 11
70,mmu-miR-466i-3p,Hook3,hook microtubule tethering protein 3
69,mmu-miR-466i-3p,Foxo1,forkhead box O1
69,mmu-miR-466i-3p,Optn,optineurin
69,mmu-miR-466i-3p,Itgb6,integrin beta 6
69,mmu-miR-466i-3p,Inpp5a,inositol polyphosphate-5-phosphatase A
69,mmu-miR-466i-3p,Ppp1r42,"protein phosphatase 1, regulatory subunit 42"
69,mmu-miR-466i-3p,Apoa5,apolipoprotein A-V
69,mmu-miR-466i-3p,Apobec3,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3"
69,mmu-miR-466i-3p,Myo5a,myosin VA
69,mmu-miR-466i-3p,Cast,calpastatin
69,mmu-miR-466i-3p,Zfp607a,zinc finger protein 607A
69,mmu-miR-466i-3p,Pfas,phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)
69,mmu-miR-466i-3p,Snx24,sorting nexing 24
69,mmu-miR-466i-3p,Api5,apoptosis inhibitor 5
69,mmu-miR-466i-3p,Fech,ferrochelatase
69,mmu-miR-466i-3p,Caprin1,cell cycle associated protein 1
69,mmu-miR-466i-3p,Ano9,anoctamin 9
69,mmu-miR-466i-3p,Tspyl5,"testis-specific protein, Y-encoded-like 5"
69,mmu-miR-466i-3p,Tnfaip2,"tumor necrosis factor, alpha-induced protein 2"
69,mmu-miR-466i-3p,Gtf3c4,"general transcription factor IIIC, polypeptide 4"
69,mmu-miR-466i-3p,Ctsc,cathepsin C
69,mmu-miR-466i-3p,Msr1,macrophage scavenger receptor 1
69,mmu-miR-466i-3p,Src,Rous sarcoma oncogene
69,mmu-miR-466i-3p,Mfsd2a,major facilitator superfamily domain containing 2A
69,mmu-miR-466i-3p,Ccdc121,coiled-coil domain containing 121
68,mmu-miR-466i-3p,Arsk,arylsulfatase K
68,mmu-miR-466i-3p,Gspt2,G1 to S phase transition 2
68,mmu-miR-466i-3p,Prrg3,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)
68,mmu-miR-466i-3p,Mtmr6,myotubularin related protein 6
68,mmu-miR-466i-3p,Nus1,NUS1 dehydrodolichyl diphosphate synthase subunit
68,mmu-miR-466i-3p,Carf,calcium response factor
68,mmu-miR-466i-3p,Pam,peptidylglycine alpha-amidating monooxygenase
68,mmu-miR-466i-3p,Synj2bp,synaptojanin 2 binding protein
68,mmu-miR-466i-3p,Rasa2,RAS p21 protein activator 2
68,mmu-miR-466i-3p,Dkk1,dickkopf WNT signaling pathway inhibitor 1
68,mmu-miR-466i-3p,Mmaa,methylmalonic aciduria (cobalamin deficiency) type A
68,mmu-miR-466i-3p,Sacs,sacsin
68,mmu-miR-466i-3p,Depdc1b,DEP domain containing 1B
68,mmu-miR-466i-3p,Ccdc112,coiled-coil domain containing 112
68,mmu-miR-466i-3p,Pabpc4l,"poly(A) binding protein, cytoplasmic 4-like"
68,mmu-miR-466i-3p,Sugp2,SURP and G patch domain containing 2
68,mmu-miR-466i-3p,2900011O08Rik,RIKEN cDNA 2900011O08 gene
67,mmu-miR-466i-3p,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"
67,mmu-miR-466i-3p,Hdac7,histone deacetylase 7
67,mmu-miR-466i-3p,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2"
67,mmu-miR-466i-3p,Cpsf6,cleavage and polyadenylation specific factor 6
67,mmu-miR-466i-3p,Igdcc4,"immunoglobulin superfamily, DCC subclass, member 4"
67,mmu-miR-466i-3p,Uba3,ubiquitin-like modifier activating enzyme 3
67,mmu-miR-466i-3p,Wdfy3,WD repeat and FYVE domain containing 3
67,mmu-miR-466i-3p,Mynn,myoneurin
67,mmu-miR-466i-3p,Stx1b,syntaxin 1B
67,mmu-miR-466i-3p,Trp53inp1,transformation related protein 53 inducible nuclear protein 1
67,mmu-miR-466i-3p,Amotl1,angiomotin-like 1
67,mmu-miR-466i-3p,Phc3,polyhomeotic 3
67,mmu-miR-466i-3p,Ralbp1,ralA binding protein 1
67,mmu-miR-466i-3p,Slc25a24,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24"
67,mmu-miR-466i-3p,Sap30l,SAP30-like
67,mmu-miR-466i-3p,Gpd1l,glycerol-3-phosphate dehydrogenase 1-like
67,mmu-miR-466i-3p,Tmem255a,transmembrane protein 255A
67,mmu-miR-466i-3p,Map7d2,MAP7 domain containing 2
67,mmu-miR-466i-3p,Spock2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2"
67,mmu-miR-466i-3p,Ppp2r5c,"protein phosphatase 2, regulatory subunit B', gamma"
67,mmu-miR-466i-3p,Ctnna3,"catenin (cadherin associated protein), alpha 3"
67,mmu-miR-466i-3p,Cdk19,cyclin-dependent kinase 19
67,mmu-miR-466i-3p,Mpdz,multiple PDZ domain protein
67,mmu-miR-466i-3p,Btla,B and T lymphocyte associated
67,mmu-miR-466i-3p,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
67,mmu-miR-466i-3p,Slc28a3,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 3"
67,mmu-miR-466i-3p,Cxxc4,CXXC finger 4
67,mmu-miR-466i-3p,Luc7l,Luc7-like
67,mmu-miR-466i-3p,Cd84,CD84 antigen
66,mmu-miR-466i-3p,Fat3,FAT atypical cadherin 3
66,mmu-miR-466i-3p,Abhd5,abhydrolase domain containing 5
66,mmu-miR-466i-3p,Vps29,VPS29 retromer complex component
66,mmu-miR-466i-3p,Cyld,CYLD lysine 63 deubiquitinase
66,mmu-miR-466i-3p,Kifc5b,kinesin family member C5B
66,mmu-miR-466i-3p,Gmps,guanine monophosphate synthetase
66,mmu-miR-466i-3p,Shisa9,shisa family member 9
66,mmu-miR-466i-3p,St6galnac1,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"
66,mmu-miR-466i-3p,Prox1,prospero homeobox 1
66,mmu-miR-466i-3p,Flrt1,fibronectin leucine rich transmembrane protein 1
66,mmu-miR-466i-3p,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B
66,mmu-miR-466i-3p,Mest,mesoderm specific transcript
66,mmu-miR-466i-3p,Col12a1,"collagen, type XII, alpha 1"
66,mmu-miR-466i-3p,Matr3,matrin 3
66,mmu-miR-466i-3p,Sgip1,SH3-domain GRB2-like (endophilin) interacting protein 1
66,mmu-miR-466i-3p,Ppp2r3d,"protein phosphatase 2 (formerly 2A), regulatory subunit B'', delta"
66,mmu-miR-466i-3p,Pkib,"protein kinase inhibitor beta, cAMP dependent, testis specific"
66,mmu-miR-466i-3p,Slc40a1,"solute carrier family 40 (iron-regulated transporter), member 1"
66,mmu-miR-466i-3p,Pdcd10,programmed cell death 10
66,mmu-miR-466i-3p,Rps6ka6,ribosomal protein S6 kinase polypeptide 6
66,mmu-miR-466i-3p,Clec4f,"C-type lectin domain family 4, member f"
66,mmu-miR-466i-3p,Mdm4,transformed mouse 3T3 cell double minute 4
65,mmu-miR-466i-3p,Mon2,"MON2 homolog, regulator of endosome to Golgi trafficking"
65,mmu-miR-466i-3p,Ano4,anoctamin 4
65,mmu-miR-466i-3p,Ms4a6b,"membrane-spanning 4-domains, subfamily A, member 6B"
65,mmu-miR-466i-3p,Hey1,hairy/enhancer-of-split related with YRPW motif 1
65,mmu-miR-466i-3p,Dcaf6,DDB1 and CUL4 associated factor 6
65,mmu-miR-466i-3p,Tnfsf18,"tumor necrosis factor (ligand) superfamily, member 18"
65,mmu-miR-466i-3p,Pafah1b2,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 2"
65,mmu-miR-466i-3p,Max,Max protein
65,mmu-miR-466i-3p,Add1,adducin 1 (alpha)
65,mmu-miR-466i-3p,Muc15,mucin 15
65,mmu-miR-466i-3p,Depdc5,DEP domain containing 5
65,mmu-miR-466i-3p,Crebzf,CREB/ATF bZIP transcription factor
65,mmu-miR-466i-3p,Tmem50a,transmembrane protein 50A
65,mmu-miR-466i-3p,Cep170b,centrosomal protein 170B
65,mmu-miR-466i-3p,P2rx3,"purinergic receptor P2X, ligand-gated ion channel, 3"
65,mmu-miR-466i-3p,Slitrk4,"SLIT and NTRK-like family, member 4"
65,mmu-miR-466i-3p,Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha"
65,mmu-miR-466i-3p,Rnf157,ring finger protein 157
65,mmu-miR-466i-3p,Osbpl8,oxysterol binding protein-like 8
65,mmu-miR-466i-3p,Atf2,activating transcription factor 2
65,mmu-miR-466i-3p,Slc43a2,"solute carrier family 43, member 2"
65,mmu-miR-466i-3p,1700025G04Rik,RIKEN cDNA 1700025G04 gene
65,mmu-miR-466i-3p,Rab3c,"RAB3C, member RAS oncogene family"
65,mmu-miR-466i-3p,Acot11,acyl-CoA thioesterase 11
65,mmu-miR-466i-3p,Klhl20,kelch-like 20
65,mmu-miR-466i-3p,Aspm,abnormal spindle microtubule assembly
65,mmu-miR-466i-3p,Lin28b,lin-28 homolog B (C. elegans)
65,mmu-miR-466i-3p,Lrpprc,leucine-rich PPR-motif containing
64,mmu-miR-466i-3p,Dvl1,dishevelled segment polarity protein 1
64,mmu-miR-466i-3p,Rad51d,RAD51 paralog D
64,mmu-miR-466i-3p,Ccnb1,cyclin B1
64,mmu-miR-466i-3p,Nap1l5,nucleosome assembly protein 1-like 5
64,mmu-miR-466i-3p,Spata3,spermatogenesis associated 3
64,mmu-miR-466i-3p,Adcyap1r1,adenylate cyclase activating polypeptide 1 receptor 1
64,mmu-miR-466i-3p,Mosmo,modulator of smoothened
